transaction_id,date,merchant,amount,category,accounting_code,accounting_type,tax_deductible,department,extraction_confidence
TXN-02913,2025-02-16,Starbucks,15.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.95
TXN-02914,2024-07-31,Github,231.0,Software - Development,6360,Operating Expense - Technology,Yes,Finance,0.95
TXN-02915,2024-03-26,Ups,120.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Marketing,0.95
TXN-02916,2024-01-28,Verizon,350.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Marketing,0.8799999999999999
TXN-02917,2025-01-01,Steelcase,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.95
TXN-02918,2025-02-04,Hubspot,1200.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,Engineering,0.8999999999999999
TXN-02919,2024-12-27,Pwc,20000.0,Professional Services,6700,Operating Expense - Services,Yes,Sales,0.8999999999999999
TXN-02920,2025-02-16,Steelcase,2500.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),HR,0.95
TXN-02921,2024-10-20,Staples,150.0,Office Supplies,6100,Operating Expense - Office,Yes,HR,0.8999999999999999
TXN-02922,2024-07-21,Zoom,200.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Marketing,0.8799999999999999
TXN-02923,2024-03-03,At&T,150.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Operations,0.8999999999999999
TXN-02924,2024-07-21,Restaurants.Com,40.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Sales,0.8999999999999999
TXN-02925,2024-10-28,Quickbooks,300.0,Accounting Software,6720,Operating Expense - Services,Yes,Finance,0.8999999999999999
TXN-02926,2024-08-24,Lyft,60.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-02927,2024-02-07,Marriott Hotels,150.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-02928,2024-12-06,Grubhub,180.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-02929,2024-12-17,Time Warner,100.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Marketing,0.95
TXN-02930,2025-03-27,Dell,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.8999999999999999
TXN-02931,2024-11-19,Pwc,20000.0,Professional Services,6700,Operating Expense - Services,Yes,Sales,0.8999999999999999
TXN-02932,2025-02-10,Steelcase,2500.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Engineering,0.95
TXN-02933,2024-07-09,Google Ads,5000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Marketing,0.8999999999999999
TXN-02934,2025-03-17,Quickbooks,300.0,Accounting Software,6720,Operating Expense - Services,Yes,Operations,0.95
TXN-02935,2025-01-29,Xero,400.0,Accounting Software,6720,Operating Expense - Services,Yes,Sales,0.8999999999999999
TXN-02936,2024-09-19,Lenovo,1000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Marketing,0.8999999999999999
TXN-02937,2024-07-17,Herman Miller,800.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Finance,0.95
TXN-02938,2024-09-12,Steelcase,1000.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),HR,0.93
TXN-02939,2025-02-22,Zoom,100.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Sales,0.8999999999999999
TXN-02940,2024-04-12,Aws,1000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Sales,0.8999999999999999
TXN-02941,2024-01-06,Airbnb,80.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-02942,2024-06-07,Deloitte,5000.0,Professional Services,6700,Operating Expense - Services,Yes,Marketing,0.8999999999999999
TXN-02943,2024-10-05,Starbucks,10.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.95
TXN-02944,2024-07-03,Staples,50.0,Office Supplies,6100,Operating Expense - Office,Yes,Marketing,0.8799999999999999
TXN-02945,2024-03-23,Dhl,30.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Sales,0.8999999999999999
TXN-02946,2024-01-17,Hubspot,50.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,Finance,0.93
TXN-02947,2024-12-22,Amazon Business,100.0,Office Supplies,6100,Operating Expense - Office,Yes,Marketing,0.95
TXN-02948,2024-02-22,Ikea,300.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Marketing,0.8999999999999999
TXN-02949,2024-10-04,Ubereats,20.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Sales,0.95
TXN-02950,2024-07-21,Apple,1999.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Finance,0.95
TXN-02951,2024-06-02,Github,21.0,Software - Development,6360,Operating Expense - Technology,Yes,Marketing,0.95
TXN-02952,2024-06-14,Zoom,200.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.8999999999999999
TXN-02953,2025-01-21,Starbucks,15.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.8999999999999999
TXN-02954,2024-07-31,Time Warner,60.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Operations,0.8999999999999999
TXN-02955,2024-03-16,Google Cloud,1850.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-02956,2025-01-25,Southwest Airlines,650.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-02957,2024-04-14,United Airlines,1200.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Marketing,0.95
TXN-02958,2024-09-23,Office Depot,200.0,Office Supplies,6100,Operating Expense - Office,Yes,Engineering,0.8999999999999999
TXN-02959,2024-07-20,Starbucks,7.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.95
TXN-02960,2024-11-13,Zoom,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.95
TXN-02961,2025-01-12,American Airlines,300.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Finance,0.95
TXN-02962,2024-01-10,Ikea,100.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Finance,0.8999999999999999
TXN-02963,2024-06-22,Staples,50.0,Office Supplies,6100,Operating Expense - Office,Yes,Sales,0.8999999999999999
TXN-02964,2025-03-22,Lyft,12.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-02965,2024-02-27,Amazon,599.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.95
TXN-02966,2024-06-04,Lyft Inc,40.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Engineering,0.95
TXN-02967,2024-07-10,Amazon,2499.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.95
TXN-02968,2024-12-08,Amazon Business,100.0,Office Supplies,6100,Operating Expense - Office,Yes,HR,0.8799999999999999
TXN-02969,2024-04-10,Chipotle,15.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.8999999999999999
TXN-02970,2024-10-13,Accenture,15000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.95
TXN-02971,2024-04-04,Slack,125.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Marketing,0.8999999999999999
TXN-02972,2024-06-01,Lenovo,1000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-02973,2024-02-28,Pwc,20000.0,Professional Services,6700,Operating Expense - Services,Yes,Sales,0.8999999999999999
TXN-02974,2024-06-23,Starbucks,7.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.8999999999999999
TXN-02975,2024-10-27,Salesforce,300.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Sales,0.8999999999999999
TXN-02976,2025-03-22,Zoom,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.95
TXN-02977,2025-02-28,Staples,500.0,Office Supplies,6100,Operating Expense - Office,Yes,Engineering,0.8999999999999999
TXN-02978,2024-03-23,Delta Airlines,900.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,HR,0.93
TXN-02979,2025-01-09,Aws,500.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Marketing,0.95
TXN-02980,2024-06-11,Verizon,200.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Engineering,0.95
TXN-02981,2024-08-14,Zoom,200.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.95
TXN-02982,2024-02-07,Accenture,15000.0,Professional Services,6700,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-02983,2024-05-07,Herman Miller,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Marketing,0.8999999999999999
TXN-02984,2024-10-16,Twilio,200.0,Software - Communications,6340,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-02985,2024-02-27,Amazon,99.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Marketing,0.8999999999999999
TXN-02986,2024-10-31,Accenture,15000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-02987,2024-10-23,Grubhub,50.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.95
TXN-02988,2024-02-12,Accenture,7000.0,Professional Services,6700,Operating Expense - Services,Yes,Finance,0.8999999999999999
TXN-02989,2024-10-01,Comcast,200.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Operations,0.95
TXN-02990,2024-04-21,Ubereats,20.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.95
TXN-02991,2024-02-03,Zoom,200.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.8999999999999999
TXN-02992,2024-07-26,Verizon,200.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Engineering,0.8999999999999999
TXN-02993,2024-11-01,Stripe,100.0,Software - Payments,6350,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-02994,2024-11-27,Lenovo,400.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.95
TXN-02995,2024-01-03,Facebook Ads,2000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Engineering,0.8999999999999999
TXN-02996,2024-03-24,American Airlines,300.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Sales,0.8799999999999999
TXN-02997,2024-11-04,Office Depot,350.0,Office Supplies,6100,Operating Expense - Office,Yes,Marketing,0.95
TXN-02998,2024-05-24,Comcast,70.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Marketing,0.95
TXN-02999,2024-04-03,Hilton Hotels,400.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Sales,0.8799999999999999
TXN-03000,2025-02-13,Staples,500.0,Office Supplies,6100,Operating Expense - Office,Yes,HR,0.8999999999999999
TXN-03001,2025-01-26,United Airlines,2500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-03002,2024-10-01,Datadog,800.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Engineering,0.8999999999999999
TXN-03003,2024-04-28,Lawdepot,1000.0,Legal Services,6710,Operating Expense - Services,Yes,Marketing,0.95
TXN-03004,2024-08-11,Hubspot,200.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,Sales,0.95
TXN-03005,2024-02-20,Github,231.0,Software - Development,6360,Operating Expense - Technology,Yes,Operations,0.95
TXN-03006,2024-09-04,Datadog,800.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-03007,2024-04-17,Slack,99.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,HR,0.8999999999999999
TXN-03008,2025-03-03,Ups,50.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Marketing,0.8999999999999999
TXN-03009,2024-03-07,Steelcase,1800.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Finance,0.8999999999999999
TXN-03010,2025-01-31,Doordash,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Sales,0.95
TXN-03011,2024-01-23,Office Depot,200.0,Office Supplies,6100,Operating Expense - Office,Yes,HR,0.95
TXN-03012,2024-06-27,American Airlines,950.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-03013,2024-06-02,Microsoft Azure,1500.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Finance,0.8999999999999999
TXN-03014,2024-01-19,Chipotle,10.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.8799999999999999
TXN-03015,2024-08-20,Salesforce,1200.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.95
TXN-03016,2024-10-28,United Airlines,850.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-03017,2025-02-07,Herman Miller,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Engineering,0.95
TXN-03018,2024-04-03,Doordash,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.95
TXN-03019,2024-10-18,Hilton Hotels,400.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-03020,2024-05-10,Stripe,100.0,Software - Payments,6350,Operating Expense - Technology,Yes,Finance,0.95
TXN-03021,2025-02-16,Chipotle,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.8999999999999999
TXN-03022,2024-08-30,Southwest Airlines,1000.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Sales,0.95
TXN-03023,2024-02-25,Zoom,200.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,HR,0.95
TXN-03024,2025-01-14,Zoom,599.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,HR,0.93
TXN-03025,2024-02-22,Deloitte,50000.0,Professional Services,6700,Operating Expense - Services,Yes,Marketing,0.8799999999999999
TXN-03026,2024-03-18,Stripe,1250.0,Software - Payments,6350,Operating Expense - Technology,Yes,HR,0.95
TXN-03027,2024-02-18,Fedex,500.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Sales,0.95
TXN-03028,2024-10-29,Dell,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.95
TXN-03029,2024-09-19,Google Ads,500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Engineering,0.95
TXN-03030,2024-09-01,Ikea,100.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Engineering,0.8999999999999999
TXN-03031,2024-04-18,Uber,120.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Sales,0.8799999999999999
TXN-03032,2024-11-28,Steelcase,1000.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),HR,0.8999999999999999
TXN-03033,2024-06-11,Doordash,50.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Sales,0.95
TXN-03034,2024-11-29,Fedex,100.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Operations,0.8999999999999999
TXN-03035,2024-03-31,Github,231.0,Software - Development,6360,Operating Expense - Technology,Yes,Marketing,0.95
TXN-03036,2024-06-01,Facebook Ads,800.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Sales,0.8799999999999999
TXN-03037,2024-03-13,Google Ads,500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Sales,0.95
TXN-03038,2024-07-14,Facebook Ads,300.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Operations,0.93
TXN-03039,2024-11-17,Herman Miller,1500.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Operations,0.8799999999999999
TXN-03040,2024-01-18,Fedex,500.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Finance,0.8999999999999999
TXN-03041,2024-05-26,Starbucks,10.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Finance,0.8999999999999999
TXN-03042,2024-02-18,Uber,45.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Sales,0.8799999999999999
TXN-03043,2024-03-06,American Airlines,950.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Finance,0.95
TXN-03044,2024-12-25,At&T,150.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Operations,0.95
TXN-03045,2024-08-30,Twilio,50.0,Software - Communications,6340,Operating Expense - Technology,Yes,Operations,0.95
TXN-03046,2024-08-12,Datadog,800.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-03047,2024-08-07,Stripe,1250.0,Software - Payments,6350,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-03048,2024-11-03,Datadog,800.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Engineering,0.95
TXN-03049,2024-07-29,Comcast,200.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Operations,0.8999999999999999
TXN-03050,2024-04-26,Best Buy,100.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-03051,2024-04-27,Google Cloud,4000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Finance,0.8999999999999999
TXN-03052,2024-05-26,Best Buy,100.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Finance,0.8999999999999999
TXN-03053,2025-01-10,Fedex,45.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Finance,0.8999999999999999
TXN-03054,2025-03-20,Google Cloud,4000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Engineering,0.8799999999999999
TXN-03055,2024-08-24,Starbucks,15.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.95
TXN-03056,2024-12-08,Lyft,40.0,Travel - Ground,6410,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-03057,2024-07-06,Ikea,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.8999999999999999
TXN-03058,2024-07-08,Dell,2500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8999999999999999
TXN-03059,2024-06-08,Ups,120.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Operations,0.95
TXN-03060,2024-06-23,Hilton Hotels,700.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Engineering,0.95
TXN-03061,2024-10-14,Staples Inc,150.0,Office Supplies,6100,Operating Expense - Office,Yes,Sales,0.8999999999999999
TXN-03062,2024-09-20,Google Cloud Inc,4000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-03063,2024-08-30,Salesforce,1200.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Sales,0.95
TXN-03064,2024-03-26,Aws,1000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Operations,0.95
TXN-03065,2024-08-24,Linkedin Ads,1000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,HR,0.95
TXN-03066,2024-12-01,Xero,99.0,Accounting Software,6720,Operating Expense - Services,Yes,Engineering,0.95
TXN-03067,2025-02-27,Accenture,3000.0,Professional Services,6700,Operating Expense - Services,Yes,Marketing,0.95
TXN-03068,2024-11-30,Office Depot,75.0,Office Supplies,6100,Operating Expense - Office,Yes,Engineering,0.93
TXN-03069,2024-09-15,Fedex,300.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Operations,0.95
TXN-03070,2025-02-20,Xero,400.0,Accounting Software,6720,Operating Expense - Services,Yes,Marketing,0.95
TXN-03071,2024-09-10,Datadog,3000.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Operations,0.8799999999999999
TXN-03072,2024-12-31,Amazon Business,100.0,Office Supplies,6100,Operating Expense - Office,Yes,Marketing,0.8999999999999999
TXN-03073,2024-05-30,United Airlines,850.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-03074,2024-08-13,Airbnb,600.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-03075,2025-01-15,Quickbooks,120.0,Accounting Software,6720,Operating Expense - Services,Yes,Operations,0.8999999999999999
TXN-03076,2025-03-04,Ikea,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Finance,0.95
TXN-03077,2024-08-30,Airbnb,150.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Engineering,0.8999999999999999
TXN-03078,2025-03-09,Marriott Hotels,800.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-03079,2024-03-30,Facebook Ads,4000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Operations,0.95
TXN-03080,2024-03-26,Hubspot,1200.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,Marketing,0.95
TXN-03081,2024-09-30,Best Buy,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8999999999999999
TXN-03082,2024-07-10,At&T,300.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Engineering,0.8999999999999999
TXN-03083,2025-02-12,Apple,199.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Finance,0.95
TXN-03084,2024-04-28,American Airlines,950.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-03085,2024-05-16,Ubereats,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Sales,0.93
TXN-03086,2024-06-22,Herman Miller,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Engineering,0.95
TXN-03087,2024-06-15,Deloitte,25000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.95
TXN-03088,2024-01-06,Grubhub,50.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Sales,0.8999999999999999
TXN-03089,2024-12-10,Airbnb,600.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-03090,2024-07-31,Herman Miller,800.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Operations,0.8999999999999999
TXN-03091,2025-02-13,Google Ads,5000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Sales,0.8999999999999999
TXN-03092,2024-03-19,Grubhub,50.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-03093,2024-09-17,Dhl,60.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Engineering,0.95
TXN-03094,2025-02-05,Lawdepot,2500.0,Legal Services,6710,Operating Expense - Services,Yes,Marketing,0.8999999999999999
TXN-03095,2024-01-18,Ikea,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Marketing,0.8999999999999999
TXN-03096,2024-12-14,Apple,799.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Marketing,0.95
TXN-03097,2025-02-09,Comcast,70.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,HR,0.8999999999999999
TXN-03098,2024-02-22,Hubspot,200.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,Finance,0.95
TXN-03099,2024-12-15,Google Cloud,1850.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-03100,2024-04-14,Quickbooks,300.0,Accounting Software,6720,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-03101,2024-10-27,Time Warner,60.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Operations,0.95
TXN-03102,2024-02-01,Xero,200.0,Accounting Software,6720,Operating Expense - Services,Yes,Marketing,0.95
TXN-03103,2024-03-15,At&T,150.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Finance,0.8999999999999999
TXN-03104,2025-02-12,Slack,99.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,HR,0.8999999999999999
TXN-03105,2024-01-19,Airbnb,600.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-03106,2025-01-15,Google Cloud,4000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-03107,2024-04-05,Ubereats,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Finance,0.8999999999999999
TXN-03108,2024-07-19,Mckinsey,15000.0,Professional Services,6700,Operating Expense - Services,Yes,Operations,0.8999999999999999
TXN-03109,2024-04-09,Accenture,7000.0,Professional Services,6700,Operating Expense - Services,Yes,Marketing,0.8999999999999999
TXN-03110,2024-12-18,Twilio,1000.0,Software - Communications,6340,Operating Expense - Technology,Yes,Marketing,0.93
TXN-03111,2024-07-27,United Airlines,2500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-03112,2024-10-08,United Airlines,850.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-03113,2024-08-17,Ikea,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Engineering,0.95
TXN-03114,2025-02-05,Steelcase,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Engineering,0.95
TXN-03115,2024-12-18,Doordash,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.8999999999999999
TXN-03116,2024-10-12,Linkedin Ads,2500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Engineering,0.8999999999999999
TXN-03117,2024-05-11,At&T,300.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Engineering,0.95
TXN-03118,2024-12-09,Ikea,100.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.8999999999999999
TXN-03119,2024-12-31,Hubspot,50.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,Finance,0.95
TXN-03120,2024-10-16,Lenovo,2000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.8999999999999999
TXN-03121,2024-11-02,Best Buy,100.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.8999999999999999
TXN-03122,2024-02-27,Time Warner,180.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Engineering,0.8999999999999999
TXN-03123,2024-01-07,Steelcase,1800.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Marketing,0.8799999999999999
TXN-03124,2024-07-12,Doordash,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Sales,0.8799999999999999
TXN-03125,2024-08-17,Ikea,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Operations,0.8999999999999999
TXN-03126,2024-05-07,Uber,25.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Operations,0.95
TXN-03127,2024-08-26,Doordash,200.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.8999999999999999
TXN-03128,2025-01-27,Verizon,200.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Finance,0.8999999999999999
TXN-03129,2025-01-29,Herman Miller,3000.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Marketing,0.8999999999999999
